Cement,BlastFurnaceSlag,FlyAsh,Water,Superplasticizer,CoarseAggregate,FineAggregate,Age,ConcreteComprenssiveStrength
0.743151,0.132165,0,0.848243,0,0.380814,0,0.244505,0.488476
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.074176,0.68145
0.483562,0,0.562719,0.384185,0.313665,0.361337,0.473909,0.074176,0.450106
1,0,0,0.321086,0.07764,0.694767,0.20572,0.074176,0.967485
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.074176,0.692538
0.374886,0.312465,0.437281,0.448083,0.322981,0.315988,0.377572,0.074176,0.462066
0.56621,0,0,0.648562,0,0.502907,0.454089,0.151099,0.344462
0.305936,0,0,0.576677,0,0.485465,0.730055,0.035714,0.130933
0.48242,0,0.564718,0.452875,0.248447,0.584012,0.237582,0.074176,0.429426
0.310731,0,0,0.510383,0,0.923837,0.489965,0.074176,0.189984
0.3379,0,0,0.480831,0,0.869186,0.566984,0.016484,0.129563
0.104566,0.487201,0,0.394569,0.068323,0.578488,0.588309,0.074176,0.306341
0.111872,0,0.91954,0.361022,0.372671,0.552326,0.446563,0.074176,0.164943
0.650685,0.055648,0.469765,0.28115,0.444099,0.398256,0.629704,0.005495,0.254391
0.452055,0,0.5997,0.720447,0.310559,0.223837,0.336177,0.074176,0.267971
0.211644,0,0.502249,0.34984,0.232919,0.597093,0.782489,0.151099,0.394045
0.163242,0.139399,0.867066,0.34345,0.201863,0.596512,0.500502,0.005495,0.258503
0.506164,0.786867,0,0.495208,0.319876,0.411919,0.165329,0.005495,0.323533
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.151099,0.435281
0.100228,0.641347,0,0.644569,0.10559,0.075581,0.696939,0.074176,0.378597
0.187215,0.239288,0.949525,0.728434,0.186335,0.354651,0.072755,0.074176,0.256634
0.461187,0.211464,0,0.848243,0,0.380814,0.190667,0.491758,0.605706
0.621005,0.526433,0,0.385783,0.313665,0.363663,0.408179,0.151099,0.760807
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.151099,0.33786
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.005495,0.283917
0.447489,0,0.534733,0.51278,0.186335,0.226744,0.554441,0.074176,0.50218
0.541096,0,0,0.600639,0,0.485465,0.469142,0.244505,0.409119
0.047032,0.511686,0,0.652556,0,0.456977,0.51706,0.005495,0.012333
0.116438,0.283806,0,0.560703,0,0.252907,0.875815,0.005495,0.030522
0.343607,0,0,0.510383,0,0.902907,0.477421,0.016484,0.11399
0.769406,0.492487,0,0.51278,0.34472,0.243895,0.28575,0.016484,0.669864
0.341096,0,0.591204,0.567891,0.180124,0.705232,0.402158,0.035714,0.229226
0.503425,0.413467,0,0.511182,0.263975,0.436047,0.289764,0.074176,0.624144
0.646119,0,0,0.51278,0,0.479651,0.423984,0,0.049084
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.271978,0.464433
0.116438,0.40345,0.564718,0.448882,0.248447,0.19186,0.57702,0.074176,0.297745
0.305936,0.436839,0,0.560703,0,0.498837,0.389112,0.016484,0.225364
0.623288,0.260991,0,0.038339,0.726708,0.148546,1,0.074176,0.677339
0.958904,0,0,0.193291,0,0.276163,0.757652,0.074176,0.905195
0.522831,0.473011,0,0.584665,0.248447,0.02907,0.521826,0.074176,0.676218
0.494977,0.591263,0,0.270767,0.444099,0.148546,0.718515,0.005495,0.284913
0.363014,0.278242,0.389805,0.632588,0.279503,0.18314,0.418966,0.074176,0.374611
0.456621,0,0,0.648562,0,0.502907,0.559458,0.074176,0.241933
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.016484,0.451975
0.031963,0.481358,0,0.560703,0,0.316279,0.747366,0.005495,0.049209
0.769406,0.492487,0,0.51278,0.34472,0.243895,0.28575,0.151099,0.864208
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.151099,0.397035
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.151099,0.772019
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.271978,0.440389
0.56621,0,0,0.648562,0,0.502907,0.454089,0.491758,0.378597
0,0.42571,0,0.560703,0,0.25,0.873056,0.005495,0.027906
0.109589,0.658876,0,0.415335,0.369565,0.779942,0.202709,0.074176,0.437274
0.447489,0,0.534733,0.704473,0.341615,0.229651,0.376317,0.074176,0.368008
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.035714,0.492837
0.464155,0.566221,0,0.652556,0,0.477907,0.092825,0.005495,0.147128
0.086758,0.456316,0.63968,0.920128,0.186335,0.197674,0.155544,0.074176,0.409867
0.502283,0,0.57971,0.592652,0.310559,0.049419,0.549423,0.074176,0.359412
0.399543,0.325543,0.454773,0.552716,0.217391,0.421512,0.180632,0.074176,0.513766
0.365068,0.307457,0.430285,0.587859,0.155279,0.273837,0.347717,0.074176,0.391055
0.743151,0.132165,0,0.848243,0,0.380814,0,0.739011,0.50679
0.563927,0,0,0.560703,0,0.715116,0.531862,0.074176,0.378597
0.980137,0,0,0.159744,0.875776,0.148546,0.751882,0.151099,0.703501
0.684475,0.263495,0,0.204473,0.354037,0.423837,0.647516,0.151099,0.889124
0.851598,0.330551,0,0.473642,0.276398,0.148546,0.470396,0.247253,0.895229
0.089726,0.589872,0,0.652556,0,0.496512,0.387607,0.016484,0.100411
0.48242,0.729549,0,0.428914,0.267081,0.714826,0.044656,0.074176,0.715959
0.305936,0,0,0.576677,0,0.485465,0.730055,0.244505,0.244425
0.468037,0,0,0.56869,0,0.485465,0.546914,0.491758,0.400648
0.068493,0.574569,0.804098,0.45607,0.170807,0.19157,0.355243,0.074176,0.385947
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.005495,0.195465
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.005495,0.387069
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.005495,0.067522
0.664384,0,0,0.560703,0,0.405814,0.480682,0.244505,0.579544
0.399543,0,0,0.552716,0,0.485465,0.657301,0.244505,0.360284
0.192237,0.345298,0,0.510383,0,0.82093,0.427245,0.074176,0.190233
0.5,0.456316,0,0.544728,0.155279,0.200581,0.451581,0.074176,0.683693
0.863014,0,0,0.560703,0,0.393023,0.296538,0.244505,0.647689
0.673516,0,0,0.51278,0,0.694767,0.351229,0.074176,0.43117
0.25137,0,0.607696,0.467252,0.177019,0.74593,0.464877,0.035714,0.231593
0.500685,0.456873,0,0.548722,0.142857,0.200581,0.451581,0.074176,0.683817
0.202511,0,0.626687,0.321885,0.242236,0.840116,0.526844,0.074176,0.299863
0.634703,0.264329,0,0.848243,0,0.380814,0,0.739011,0.483618
0.415525,0.333055,0,0.371406,0.223602,0.492442,0.502258,0.074176,0.480877
0.223744,0.556483,0,0.544728,0,1,0.16558,0.074176,0.584527
0.305936,0.436839,0,0.560703,0,0.498837,0.389112,0.244505,0.566214
0.522831,0,0,0.560703,0,0.514535,0.579528,0.005495,0.139405
0.395205,0,0.606697,0.301118,0.307453,0.734302,0.460361,0.074176,0.61044
0.48242,0.729549,0,0.428914,0.267081,0.714826,0.044656,0.247253,0.800673
0.494977,0.591263,0,0.270767,0.444099,0.148546,0.718515,0.151099,0.794444
0.360502,0.279911,0.391804,0.389776,0.322981,0.39157,0.423733,0.074176,0.591005
0.634703,0.264329,0,0.848243,0,0.380814,0,0.244505,0.476268
0.541096,0,0,0.600639,0,0.485465,0.469142,0.005495,0.135667
0.420776,0.558987,0,0.182907,0.347826,0.59186,0.526091,0.247253,0.927744
0.541096,0,0,0.600639,0,0.485465,0.469142,0.035714,0.307836
0.851598,0.330551,0,0.473642,0.276398,0.148546,0.470396,0.016484,0.663635
0.098174,0.32276,0.594703,0.496805,0.177019,0.093023,0.717511,0.074176,0.334247
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.005495,0.410739
0.271233,0.409572,0,0.510383,0,0.738372,0.37707,0.074176,0.291765
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.035714,0.339106
0.085845,0.582638,0,0.560703,0,0.715116,0.53412,0.005495,0.071384
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.271978,0.53619
0.147945,0.69616,0,0.652556,0,0.507558,0.247366,0.074176,0.393921
0.547945,0.105732,0,0.848243,0,0.380814,0.190667,0.739011,0.656908
0.506164,0.786867,0,0.495208,0.319876,0.411919,0.165329,0.016484,0.591379
0.563927,0,0,0.560703,0,0.715116,0.531862,0.491758,0.482372
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.151099,0.615298
0.09589,0,0.874563,0.289137,0.559006,0.412791,0.627195,0.074176,0.163075
0.484018,0.404285,0.565717,0.45607,0.248447,0.197965,0.241345,0.074176,0.546904
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.074176,0.722063
0.908676,0,0,0.233227,0.279503,0.674419,0.153036,0.074176,0.841036
0.474886,0,0,0.560703,0,0.613372,0.592072,0.244505,0.416469
0.527397,0.048692,0.814593,0.361022,0.555901,0.56686,0.145509,0.074176,0.559985
0.965753,0,0,0.536741,0,0.94186,0.047667,0.491758,0.742369
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.074176,0.755077
0.149315,0.361436,0.642679,0.428914,0.242236,0.596802,0.38284,0.074176,0.484241
0.488813,0.586255,0,0.510383,0,0.511628,0.239087,0.074176,0.453096
0.5,0,0.63968,0.480831,0.341615,0.200581,0.466633,0.074176,0.435156
0.341096,0,0.591204,0.532748,0.198758,0.661047,0.410687,0.005495,0.134421
0.3379,0,0.478261,0.523962,0.170807,0.453198,0.670346,0.151099,0.448486
0.481735,0.40345,0,0.448882,0.248447,0.19186,0.57702,0.074176,0.523982
0.308219,0.255982,0.354823,1,0.186335,0.151163,0.253387,0.074176,0.327644
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.151099,0.933973
0.737443,0.295771,0,0.236422,0.57764,0.392442,0.526091,0.151099,0.779494
0.460274,0.38926,0,0.732428,0.192547,0.274709,0.322378,0.074176,0.387318
0.255023,0.272955,0.122439,0.478434,0.214286,0.769768,0.480181,0.074176,0.540426
0.468037,0,0,0.56869,0,0.485465,0.546914,0.074176,0.31394
0.52968,0.048971,0.789605,0.536741,0.475155,0.482558,0.097842,0.074176,0.523234
0.445205,0,0,0.51278,0,0.694767,0.351229,0.016484,0.356671
0.078539,0.449638,0.628686,0.397764,0.322981,0.353488,0.427496,0.074176,0.333126
0.223744,0,0,0.464856,0,0.94186,0.629704,0.016484,0.068643
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.016484,0.542793
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.271978,0.542046
0.070776,0.556483,0,0.560703,0,0.367442,0.615153,0.074176,0.318176
0.014384,0.451864,0,0.652556,0,0.398837,0.639739,0.005495,0
0.118721,0.48414,0.924538,0.848243,0.217391,0.127907,0.045158,0.074176,0.2742
0.201598,0,0.625687,0.320287,0.307453,0.834593,0.523332,0.074176,0.325651
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.151099,0.772019
0.150685,0.11714,0.818591,0,0.177019,0.749128,0.466884,0.074176,0.272954
0.920091,0,0.29985,0.584665,0,0.665698,0.090316,0.074176,0.768531
0.73516,0.061213,0.65967,0.448882,0.263975,0.061047,0.39137,0.016484,0.456833
0.071005,0.584864,0,0.590256,0.096273,0.431395,0.505018,0.074176,0.331506
0.502283,0.41458,0,0.51278,0.248447,0.436047,0.28851,0.074176,0.624019
0.541096,0,0,0.600639,0,0.485465,0.469142,0.016484,0.232216
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.035714,0.288402
0.664384,0,0,0.560703,0,0.40407,0.41144,0.244505,0.578797
0.874429,0,0,0.193291,0,0.927326,0.516809,0.074176,0.867821
0.447032,0.381747,0.534233,0.634984,0.186335,0.225,0.153788,0.074176,0.637723
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.005495,0.339106
0.223744,0.370061,0,0.560703,0,0.477907,0.532363,0.016484,0.184876
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.074176,0.601345
0.105023,0,0.684658,0.289137,0.496894,0.584302,0.592072,0.074176,0.194593
0.851598,0,0.294853,0.161342,0.059006,0.863372,0.117913,0.074176,0.683942
0.851598,0.330551,0,0.473642,0.276398,0.148546,0.470396,0.005495,0.441884
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.074176,0.39118
0.105251,0,0.910045,0.476038,0.465838,0.110174,0.728299,0.074176,0.164445
0.265297,0.15192,0.618691,0.151757,0.369565,0.798546,0.498495,0.005495,0.31257
0.296347,0,0.607696,0.416933,0.208075,0.742442,0.46287,0.151099,0.502928
0.417808,0.528659,0,0.329073,0.236025,0.668605,0.228299,0.074176,0.63847
0.130365,0.519477,0,0.429712,0.350932,0.548256,0.488961,0.074176,0.37922
0,0.42571,0,0.560703,0,0.25,0.873056,0.074176,0.186246
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.151099,0.741622
0.461187,0.389538,0,0.736422,0.186335,0.273256,0.321124,0.074176,0.387318
0.186986,0.341124,0,0.652556,0,0.459884,0.516809,0.074176,0.270587
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.074176,0.515759
0.691781,0,0,0.42492,0,0.927326,0.253387,0.074176,0.622524
0.160731,0.037841,0.861569,0.279553,0.127329,0.596802,0.658304,0.074176,0.390681
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.016484,0.460571
0.123288,0.676127,0,0.464856,0.341615,0.642442,0.260913,0.074176,0.436402
0.3379,0,0,0.480831,0,0.869186,0.566984,0.074176,0.23097
0.121005,0.511964,0.714643,0.576677,0.279503,0.229651,0.263422,0.074176,0.332129
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.074176,0.403762
0.586758,0.052866,0.704648,0.257188,0.338509,0.409884,0.519318,0.151099,0.827457
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.151099,0.532578
0.657306,0.525876,0,0.192492,0.68323,0.417733,0.405921,0.151099,0.960135
0.888128,0.072343,0.614693,0.704473,0.121118,0.235465,0.263422,0.151099,0.713342
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.005495,0.13791
0.399772,0,0.486757,0.309904,0.36646,0.502616,0.706473,0.005495,0.25925
0.220548,0.368392,0,0.560703,0,0.515698,0.580783,0.244505,0.445247
0.634703,0.264329,0,0.848243,0,0.380814,0,1,0.515386
0.481735,0.447969,0,0.448882,0.310559,0.337209,0.413949,0.074176,0.624268
0.415525,0.041736,0.704648,0.456869,0.170807,0.119186,0.519318,0.151099,0.525601
0.954338,0,0,0.42492,0.161491,0.200581,0.529353,0.074176,0.606578
0.664384,0,0,0.560703,0,0.405814,0.480682,0.016484,0.316557
0.014384,0.451864,0,0.652556,0,0.398837,0.639739,0.016484,0.067148
0.743151,0.132165,0,0.848243,0,0.380814,0,0.491758,0.492214
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.271978,0.53619
0.863014,0,0,0.560703,0,0.392442,0.318615,0.244505,0.647191
0.60274,0.520312,0,0.555112,0.204969,0.067733,0.40868,0.074176,0.792077
0.085845,0.582638,0,0.560703,0,0.715116,0.53412,0.016484,0.152735
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.271978,0.730285
0.111872,0,0.924538,0.361022,0.496894,0.793605,0.210738,0.074176,0.138657
0.148402,0.520312,0.974513,0.504792,0.217391,0.281977,0.105369,0.074176,0.268593
0.200913,0.528659,0,0.848243,0,0.380814,0.190667,1,0.639841
0.201598,0,0.625687,0.357828,0.307453,0.80814,0.514049,0.151099,0.366139
0.785388,0.066778,0.394803,0.321086,0.319876,0.482558,0.296036,0.151099,0.653295
0.389954,0.506121,0,0.510383,0,0.614535,0.301806,0.074176,0.361904
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.074176,0.56148
0.205479,0.801336,0,0.560703,0,0.374419,0.306322,0.016484,0.23857
0.031963,0.481358,0,0.560703,0,0.316279,0.747366,0.074176,0.249408
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.074176,0.435281
0.116438,0.283806,0,0.560703,0,0.252907,0.875815,0.074176,0.194718
0.442922,0,0.533233,0.795527,0.326087,0.052907,0.462619,0.074176,0.362402
0.521689,0.471898,0,0.583866,0.251553,0.02907,0.522579,0.074176,0.676342
0.257763,0.149694,0.609195,0.269968,0.298137,0.620058,0.468138,0.074176,0.621278
0.309361,0.660824,0,0.848243,0,0.380814,0,0.016484,0.298119
0.526256,0.396494,0,0.848243,0,0.380814,0,0.491758,0.46655
0.173516,0.361157,0.592704,0.464057,0.111801,0.599709,0.383342,0.005495,0.229226
0.634703,0,0,0.848243,0,0.380814,0.190667,0.491758,0.63249
0.737443,0.295771,0,0.236422,0.57764,0.392442,0.526091,0.005495,0.423197
0.657306,0.525876,0,0.192492,0.68323,0.417733,0.405921,0.005495,0.476766
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.151099,0.511524
0.201598,0,0.625687,0.357828,0.307453,0.80814,0.514049,0.005495,0.12732
0.12968,0.662771,0,0.510383,0,0.696512,0.351982,0.074176,0.233462
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.005495,0.162327
0.254566,0,0.870565,0.298722,0.363354,0.705232,0.446312,0.271978,0.630746
0.399543,0,0,0.552716,0,0.485465,0.657301,0.074176,0.294506
0.231735,0.849471,0,0.652556,0,0.472093,0.090316,0.074176,0.490221
0.30137,0.434057,0,0.536741,0.18323,0.523256,0.416458,0.074176,0.460571
0,0.42571,0,0.560703,0,0.25,0.873056,0.016484,0.06665
0.223744,0,0,0.464856,0,0.94186,0.629704,0.074176,0.123583
0.945205,0,0,0.321086,0.257764,0,0.521826,0.074176,0.486359
0.127854,0,0.974513,0.784345,0.341615,0.281977,0.298545,0.074176,0.077364
1,0,0,0.408946,0,0.94186,0.047667,0.005495,0.489722
0.047032,0.511686,0,0.652556,0,0.456977,0.51706,0.074176,0.273577
0.594977,0.525876,0,0.344249,0.360248,0.417733,0.405921,0.016484,0.667373
0.182648,0.125765,0.609695,0.386581,0.254658,0.751163,0.468389,0.035714,0.238819
0.646119,0,0,0.51278,0,0.479651,0.423984,0.035714,0.318799
0.12968,0.662771,0,0.510383,0,0.696512,0.351982,0.016484,0.090818
0.634703,0.264329,0,0.848243,0,0.380814,0,0.016484,0.379843
0.255023,0.272955,0.122439,0.478434,0.214286,0.769768,0.480181,0.035714,0.34957
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.151099,0.568581
0.426941,0,0,0.560703,0,0.326163,0.755896,0.244505,0.3705
0.147945,0.69616,0,0.652556,0,0.507558,0.247366,0.005495,0.056933
0.650685,0.055648,0.469765,0.28115,0.360248,0.398256,0.629704,0.016484,0.490096
0.341096,0,0.591204,0.567891,0.180124,0.705232,0.402158,0.005495,0.120219
0.522831,0,0,0.560703,0,0.651163,0.569493,0.016484,0.18824
0.111644,0,0.91904,0.357828,0.360248,0.552907,0.447065,0.074176,0.164943
0.130137,0.581525,0.804598,0.632588,0.217391,0.136628,0.188159,0.074176,0.355675
0.965753,0,0,0.536741,0,0.94186,0.047667,0.016484,0.499439
0.251142,0.393155,0,0.652556,0,0.501163,0.39137,0.005495,0.055812
0.347032,0,0,0.608626,0,0.485465,0.674862,0.005495,0.086957
0.143836,0.35754,0.66017,0.425719,0.251553,0.595349,0.38284,0.005495,0.212906
0.563927,0,0,0.560703,0,0.741279,0.539388,0.326923,0.480005
0.389954,0.292432,0.408796,0.702077,0.279503,0.299419,0.215003,0.074176,0.434035
0.563927,0,0,0.560703,0,0.715116,0.531862,0.005495,0.157718
0.527397,0,0,0.560703,0,0.378488,0.623683,0.005495,0.165566
0.785388,0.066778,0.394803,0.321086,0.360248,0.482558,0.296036,0.016484,0.618911
0.634703,0.264329,0,0.848243,0,0.380814,0,0.491758,0.478759
0.142009,0,1,0.474441,0.391304,0.140407,0.632213,0.074176,0.158964
0.399543,0,0,0.552716,0,0.485465,0.657301,0.986264,0.390806
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.151099,0.494581
0.101598,0.318865,0.446277,0.639776,0.273292,0.171512,0.590818,0.074176,0.220007
0.014384,0.451864,0,0.652556,0,0.398837,0.639739,0.074176,0.227482
0.335845,0,0.493753,0.289936,0.397516,0.543023,0.74009,0.271978,0.607076
0.200913,0.528659,0,0.848243,0,0.380814,0.190667,0.244505,0.498318
0.091096,0.46355,0.648176,0.412939,0.338509,0.237209,0.47993,0.074176,0.526722
0.205479,0.801336,0,0.560703,0,0.374419,0.306322,0.005495,0.13031
0.147945,0.69616,0,0.652556,0,0.507558,0.247366,0.016484,0.167186
0.10274,0.319978,0.444778,0.640575,0.279503,0.171512,0.589564,0.074176,0.220007
0.186986,0.341124,0,0.652556,0,0.459884,0.516809,0.016484,0.105394
0.684475,0.263495,0,0.204473,0.354037,0.423837,0.647516,0.247253,0.911549
0.291553,0,0.590705,0.586262,0.189441,0.660174,0.410436,0.074176,0.276691
0.494977,0.591263,0,0.270767,0.444099,0.148546,0.718515,0.016484,0.387069
0.271233,0.409572,0,0.510383,0,0.738372,0.37707,0.016484,0.134048
0.114155,0.49527,0.694653,0.36901,0.559006,0.415698,0.253387,0.074176,0.42382
0.255251,0.272955,0.122439,0.478434,0.208075,0.770349,0.480432,0.074176,0.472156
0.192237,0.345298,0,0.510383,0,0.82093,0.427245,0.016484,0.070637
0.231735,0.849471,0,0.652556,0,0.472093,0.090316,0.016484,0.214401
0.3379,0.500835,0.474763,0.297125,0.295031,0.171512,0.516809,0.074176,0.816494
0.143836,0,0.717641,0.335463,0,0.594767,0.769945,0.151099,0.426436
0.314155,1,0,0.510383,0,0.408721,0.176367,0.016484,0.287654
0.211644,0,0.502249,0.386581,0.232919,0.572674,0.772203,0.271978,0.522611
0.8379,0.326099,0,0.127796,1,0.148546,0.618414,0.151099,0.834309
0.522831,0,0,0.560703,0,0.514535,0.579528,0.491758,0.456833
0.123288,0.49527,0.934533,0.792332,0.217391,0.15407,0.050176,0.074176,0.337361
0.201598,0,0.625687,0.357828,0.307453,0.80814,0.514049,0.035714,0.212906
0.56621,0,0,0.51278,0,0.723837,0.441545,0.074176,0.398156
0.251142,0.393155,0,0.652556,0,0.501163,0.39137,0.074176,0.382085
0.148402,0.209794,0.834583,0.337061,0.245342,0.599709,0.441796,0.005495,0.16432
0.231735,0.377574,0,0.510383,0,0.8,0.414701,0.016484,0.11997
0.181279,0,0.834583,0.381789,0.236025,0.740116,0.461114,0.074176,0.31693
0.474886,0.397885,0.554723,0.36901,0.68323,0.328488,0.143001,0.074176,0.390681
0.252511,0,0.501749,0.300319,0.322981,0.589535,0.77722,0.074176,0.4369
0.251142,0,0.623688,0.297125,0.242236,0.826744,0.515554,0.005495,0.214152
0.851598,0,0,0.848243,0,0.380814,0,0.016484,0.45185
0.342009,0,0.49925,0.194089,0.385093,0.59593,0.767185,0.074176,0.393796
0.650685,0.055648,0.469765,0.28115,0.431677,0.398256,0.629704,0.074176,0.55251
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.074176,0.239317
0.447489,0,0.534733,0.337061,0.403727,0.44186,0.476668,0.074176,0.417715
0.280822,0,0,0.472843,0,0.906977,0.599599,0.074176,0.186994
0.349315,0,0,0.560703,0,0.258139,0.880582,0.016484,0.098293
0.292237,0,0.591204,0.588658,0.142857,0.663954,0.412945,0.271978,0.411237
0.538584,0.525876,0,0.424121,0.295031,0.417733,0.405921,0.016484,0.408247
0.48242,0.729549,0,0.428914,0.267081,0.714826,0.044656,0.151099,0.779494
0.3379,0,0.478261,0.559105,0.164596,0.429942,0.660311,0.271978,0.483742
0.888128,0.072343,0.614693,0.632588,0.121118,0.061047,0.263422,0.016484,0.443379
0.522831,0,0,0.560703,0,0.651163,0.569493,0.005495,0.149246
0.474886,0,0,0.560703,0,0.491279,0.642248,0.491758,0.436028
0.248174,0.879521,0,0.510383,0,0.511628,0.239087,0.016484,0.242806
0.640411,0,0,0.510383,0,0.717442,0.364526,0.074176,0.437399
0.547945,0.105732,0,0.848243,0,0.380814,0.190667,0.244505,0.599601
0.621689,0,0,0.546326,0.208075,0.616861,0.342198,0.074176,0.457581
0.143836,0,0.749625,0.480831,0.372671,0.645349,0.338685,0.074176,0.19559
0.146347,0,0.816092,0.436901,0.139752,0.748837,0.466884,0.005495,0.105021
0.342466,0,0,0.504792,0,0.901163,0.476668,0.016484,0.141772
0.163927,0.259878,0.7991,0.403355,0.301242,0.599419,0.38284,0.271978,0.605581
0.350457,0.473845,0,0.510383,0,0.655814,0.326894,0.074176,0.37025
0.201598,0,0.625687,0.320287,0.307453,0.834593,0.523332,0.151099,0.451352
0.310731,0,0.470265,0.518371,0.217391,0.432849,0.634722,0.035714,0.291018
0.522831,0,0,0.560703,0,0.514535,0.579528,0.016484,0.173539
0.266895,0,0.62019,0.293131,0.350932,0.807267,0.504014,0.005495,0.162078
0.980137,0,0,0.159744,0.875776,0.148546,0.751882,0.016484,0.555251
0.106164,0.387869,0.542729,0.566294,0.189441,0.265698,0.466633,0.074176,0.266227
0.292237,0,0.591204,0.588658,0.142857,0.663954,0.412945,0.074176,0.275944
0.136986,0.595437,0.81959,0.640575,0.310559,0.055233,0.215755,0.074176,0.352809
0.796804,0,0,0.345048,0.350932,0.665698,0.378826,0.074176,0.95266
0.851598,0,0,0.848243,0,0.380814,0,0.074176,0.460446
0.116438,0.664997,0,0.624601,0.186335,0.584302,0.22579,0.074176,0.305594
0.310502,0,0,0.504792,0,0.921512,0.489212,0.074176,0.189486
0.113699,0.495548,0.693153,0.365016,0.568323,0.415698,0.252383,0.074176,0.42382
0.121005,0,0.714643,0.56869,0.279503,0.22093,0.687406,0.074176,0.092313
0.430137,0,0.48076,0.369808,0.291925,0.465698,0.67988,0.005495,0.251277
0.56621,0,0,0.51278,0,0.723837,0.441545,0.016484,0.22362
0.341096,0,0.591204,0.532748,0.180124,0.661047,0.410687,0.005495,0.185499
0.445662,0,0.587206,0.423323,0.295031,0.644767,0.400151,0.151099,0.618288
0.737443,0.295771,0,0.236422,0.57764,0.392442,0.526091,0.247253,0.801919
0.623288,0.260991,0,0.038339,0.726708,0.148546,1,0.005495,0.332254
0.737443,0.295771,0,0.253195,0.512422,0.148546,0.735324,0.005495,0.387069
0.274886,0,0.483258,0.539137,0.139752,0.482849,0.693176,0.074176,0.281051
0.4,0.27212,0.122439,0.310703,0.347826,0.757849,0.472905,0.005495,0.350318
0.863014,0,0,0.560703,0,0.392442,0.318615,0.074176,0.517753
0.958904,0,0,0.193291,0,0.276163,0.757652,0.016484,0.600224
0.1621,0.32276,0,0.560703,0,0.423837,0.659308,0.074176,0.273452
0.8379,0.326099,0,0.127796,1,0.148546,0.618414,0.005495,0.471783
0.349315,0,0,0.560703,0,0.258139,0.880582,0.074176,0.20456
0.254566,0,0.870565,0.298722,0.363354,0.705232,0.446312,0.074176,0.527096
0.399543,0,0,0.552716,0,0.485465,0.657301,0.491758,0.373739
0.621005,0.526433,0,0.385783,0.313665,0.363663,0.408179,0.005495,0.399527
0.343151,0,0.493753,0.195687,0.440994,0.543023,0.74009,0.035714,0.49782
0.070776,0.556483,0,0.560703,0,0.367442,0.615153,0.005495,0.056684
0.173516,0.361157,0.592704,0.464057,0.111801,0.599709,0.383342,0.271978,0.593746
0.908676,0,0,0.624601,0,0.94186,0.047667,0.491758,0.606827
0.425571,0.336672,0,0.444089,0.217391,0.310756,0.590818,0.074176,0.495951
